OMIM:264800	0.480959	-0.087373	0.853667	0.272602	-0.118194	-0.665508	0.490647	0.1412	0.041348	0.121308	-0.280446	-0.248243	0.847483	0.293877	-0.615848	-0.422114	-0.320181	-0.285891	-0.672942	0.099514	0.615211	-0.286722	0.990034	0.352274	-0.622466	0.147935	-0.632966	-0.014525	-0.43821	0.480152	0.10144	0.384645	-0.692579	0.378034	0.028518	-0.184208	-0.029109	-0.290226	-0.368571	0.479052	0.548541	0.348422	0.677087	-0.098136	-0.128697	-0.321188	-0.531396	-0.522942	0.158604	-0.317118	-0.374891	-0.069108	0.017768	0.803324	0.453169	0.80797	0.472341	-0.027732	-0.659733	-0.682122	0.341082	-0.342154	1.02959	0.960907
OMIM:600467	1.101	0.547452	0.932444	1.03257	-0.208501	-0.644448	0.520704	0.422065	0.38426	-0.137812	-0.600275	0.990295	-0.57928	-0.028351	0.0199	-0.855916	-1.14713	-0.246336	0.136485	-0.07696	0.173655	0.24158	-0.333855	0.507361	-0.221639	-1.09047	-0.803332	1.096	-1.26045	0.026439	0.444208	-0.146513	-0.270704	0.782197	0.238189	-0.229993	0.341436	0.256119	0.141457	0.130222	0.059768	1.32199	-0.113737	0.862685	-0.071384	-1.02662	-0.185	0.220227	-0.181154	0.111853	-0.610169	-0.631978	0.327449	-0.270012	0.356878	-0.201643	0.382794	0.161882	-0.108448	1.06054	-0.223351	-0.401212	0.052259	-0.177708
OMIM:614684	-0.38321	0.653086	1.02696	0.227917	0.294941	-0.971702	0.608252	-0.257324	0.634756	-0.20455	0.070218	-0.690826	0.318776	0.032019	-0.241546	-0.087798	-0.591323	0.252194	-0.491155	0.612077	-0.39795	-0.70388	-0.306019	-0.488695	-0.605818	-0.584834	-0.028384	-0.221532	-0.640665	0.292874	0.506209	0.296599	-0.256293	-0.523745	-0.296109	1.22558	0.499675	0.536211	-0.219586	-0.114756	-0.002782	0.510076	0.061129	-0.282432	-0.600273	0.483857	-0.6101	-0.24157	-0.349033	-0.104833	-0.215152	0.27839	0.179454	0.300279	-0.004942	-0.177627	0.354024	-0.382733	0.108611	-0.069896	-0.211897	0.227755	0.779114	-0.124945
OMIM:614688	0.102005	0.494909	0.904648	0.415582	0.407572	-0.869812	0.359443	0.376104	0.105319	-0.215546	-0.226094	-0.176339	-0.146138	-0.318685	-0.488419	-0.278865	-0.262391	0.919588	0.143157	-0.129607	0.077612	-0.166041	-0.078424	-0.230703	-0.247771	-0.49771	-0.006428	-0.284154	-0.252129	0.171798	-0.131215	-0.099431	-1.1824	0.327161	-0.557973	-0.005149	-0.121443	0.121267	-0.20701	-0.791341	0.573192	0.251789	-0.484984	0.700174	0.120488	0.255731	-0.066078	-0.137015	-0.180343	0.395683	0.886096	0.338306	0.003155	0.853889	0.499873	0.197393	0.625015	-0.449031	0.532107	-0.073571	-0.061444	-0.568621	0.18022	0.510292
OMIM:608782	0.593273	0.299794	0.58976	0.245379	0.077198	-1.39908	-0.034962	0.844437	-0.154314	-0.182492	-0.01903	0.745387	0.026465	-0.092896	0.053905	-0.491302	-1.13267	0.334458	-0.01699	0.698036	-0.028476	0.506911	-0.28519	0.136934	0.181378	-0.130652	0.633252	0.235027	-0.920625	0.400704	-0.755498	-0.315153	-1.14188	0.585524	-0.085131	0.210708	-0.1648	0.435514	0.087888	0.147075	0.001916	0.411722	0.344169	0.69968	0.200431	-1.01366	-0.408634	0.172069	0.090732	0.451384	-0.094615	-0.590656	0.566433	0.18164	0.315678	0.456785	0.572572	0.425271	0.323568	0.153071	0.516087	-0.64964	0.038767	0.36129
OMIM:185050	0.019971	0.491442	0.60169	-0.146566	-0.962784	0.044485	0.068624	-0.304099	-0.389233	-0.034283	0.435046	0.534384	0.255882	0.989392	0.323668	-0.719486	0.429326	0.281595	-0.432646	0.225604	-0.462327	-0.550587	0.560746	0.549597	0.007258	-0.063075	-0.957037	0.248097	-0.639378	-0.465723	0.899186	-0.781888	-0.349484	0.824187	0.986253	-1.09397	1.03435	0.432342	-0.408156	0.084893	0.432268	0.50059	-0.517207	-0.313911	-0.428204	0.890314	-1.20382	-0.181242	-0.0174	-0.267537	-0.991986	-0.491323	0.928693	-0.619634	-0.303767	0.948468	0.379189	0.478457	0.060052	-0.109779	0.723071	-0.752091	0.320768	0.697257
OMIM:244300	-0.003942	-0.37253	0.568684	-0.148686	0.150172	-1.03276	0.042894	0.47249	-0.145294	-0.104941	-0.731222	0.181628	-0.490194	-0.388267	-0.455162	0.232521	-0.419252	0.10139	-0.133255	0.420087	-0.218892	0.126768	-0.605598	-0.571143	-0.328916	-0.059956	0.033623	0.408677	0.066012	0.419827	0.227682	0.048979	0.556705	-0.412461	0.157107	0.677465	0.638482	0.056673	-0.574458	0.364677	0.118046	0.063847	-0.277425	0.584585	-0.215612	-0.04975	-0.405279	0.799315	-0.065409	-0.799976	-0.624619	0.116614	-0.207802	0.054804	0.039542	0.036806	0.837241	-0.637455	0.547276	-0.236658	0.614306	-0.260652	0.59463	0.329835
OMIM:226670	-0.190547	0.376924	1.23609	0.597742	0.191178	-1.01827	0.450389	-0.235174	0.20612	-0.227093	-0.213096	-0.043523	-0.376787	0.05344	0.168532	-0.358798	-0.479425	-0.186962	-0.273261	0.88483	0.093995	0.154618	-0.419918	0.679351	-0.515782	-0.413536	-0.055374	0.089544	0.053174	-0.014951	0.814385	0.555325	-0.587235	-0.491745	-0.79641	0.216206	0.503533	0.709737	-0.023526	-0.301596	0.646589	0.157774	-0.786344	0.164815	-0.964532	-0.087685	-0.338709	0.202555	-0.128328	-0.219233	0.46561	-0.046509	-0.437982	0.127383	0.862969	-0.284332	-0.498742	0.152495	-0.451842	-0.23494	-0.573571	-0.075513	-0.05678	-0.124416
OMIM:160300	0.32946	0.532059	-0.083627	0.666843	0.165833	-0.603024	0.201864	0.658312	-0.304216	0.310401	-0.35001	0.465659	-1.05149	0.511282	-0.814936	-0.536232	-0.287556	-0.192867	0.541716	-0.043849	0.370414	0.496633	-0.579996	1.00247	-0.428511	-0.309736	-0.966749	1.66194	-0.516171	0.253265	-0.970863	-0.861801	-0.330818	0.230341	0.333183	0.0342	0.290063	0.543319	-0.639113	-0.500914	0.125991	0.474253	-0.735553	0.604401	-0.006238	0.144303	0.024207	-0.219195	0.158447	-0.190255	-0.137762	-0.593005	-0.209205	-0.282123	-0.371925	0.240117	0.649401	0.002664	0.003672	-0.548101	-0.267906	-0.869039	0.086428	-0.078821
OMIM:615374	0.294938	0.377324	0.626679	0.064809	0.262061	-0.273252	0.513789	0.149581	-0.014752	-0.330904	-0.43657	-0.719989	0.034881	0.817708	-1.11341	-0.693758	-0.004082	0.620427	-0.070427	0.178905	0.476705	-0.303923	0.593577	0.023763	-0.682482	0.363161	-0.884499	0.165412	-0.232398	0.231284	0.457904	-0.018745	-0.740504	0.235293	0.215113	0.131602	0.292234	-0.663576	0.797847	-0.55178	0.393565	0.959354	0.599742	-0.294987	-0.333079	0.266604	-0.209458	-0.594168	0.189897	-0.324629	-0.065315	-0.354778	-0.322565	0.505276	-0.554546	0.867794	-0.683119	-0.277013	-0.504719	-0.165756	-0.206951	-1.18415	0.832842	0.014909
